iter	Passed	Remaining
1828	1179	11720
1829	1180	11719
1830	1181	11719
1831	1181	11718
1832	1182	11717
1833	1182	11717
1834	1183	11716
1835	1184	11715
1836	1184	11715
1837	1185	11714
1838	1186	11713
1839	1186	11713
1840	1187	11713
1841	1188	11711
1842	1188	11711
1843	1189	11710
1844	1189	11709
1845	1190	11708
1846	1191	11708
1847	1191	11707
1848	1192	11706
1849	1193	11705
1850	1193	11705
1851	1194	11704
1852	1195	11704
1853	1195	11703
1854	1196	11702
1855	1197	11702
1856	1197	11701
1857	1198	11701
1858	1199	11700
1859	1199	11700
1860	1200	11700
1861	1200	11698
1862	1201	11698
1863	1202	11696
1864	1202	11695
1865	1203	11696
1866	1204	11696
1867	1204	11695
1868	1205	11695
1869	1206	11695
1870	1206	11695
1871	1207	11694
1872	1208	11694
1873	1209	11694
1874	1209	11693
1875	1210	11693
1876	1211	11692
1877	1211	11692
1878	1212	11692
1879	1212	11690
1880	1213	11690
1881	1214	11690
1882	1214	11689
1883	1215	11688
1884	1216	11687
1885	1216	11686
1886	1217	11685
1887	1218	11684
1888	1218	11683
1889	1219	11682
1890	1219	11681
1891	1220	11679
1892	1220	11678
1893	1221	11677
1894	1222	11676
1895	1222	11674
1896	1223	11673
1897	1223	11672
1898	1224	11671
1899	1225	11670
1900	1225	11667
1901	1226	11666
1902	1226	11665
1903	1227	11663
1904	1227	11662
1905	1228	11661
1906	1229	11661
1907	1229	11660
1908	1230	11660
1909	1231	11660
1910	1231	11659
1911	1232	11660
1912	1233	11659
1913	1233	11658
1914	1234	11656
1915	1234	11655
1916	1235	11655
1917	1236	11654
1918	1236	11653
1919	1237	11653
1920	1238	11653
1921	1238	11653
1922	1239	11653
1923	1240	11654
1924	1241	11653
1925	1241	11653
1926	1242	11653
1927	1243	11653
1928	1243	11653
1929	1244	11653
1930	1245	11652
1931	1245	11652
1932	1246	11651
1933	1247	11651
1934	1248	11651
1935	1248	11651
1936	1249	11651
1937	1250	11652
1938	1250	11651
1939	1251	11651
1940	1252	11651
1941	1252	11650
1942	1253	11650
1943	1254	11650
1944	1254	11649
1945	1255	11649
1946	1256	11648
1947	1256	11648
1948	1257	11648
1949	1258	11648
1950	1259	11647
1951	1259	11647
1952	1260	11646
1953	1261	11647
1954	1261	11646
1955	1262	11646
1956	1263	11645
1957	1263	11645
1958	1264	11644
1959	1265	11644
1960	1265	11643
1961	1266	11643
1962	1267	11643
1963	1267	11643
1964	1268	11643
1965	1269	11642
1966	1269	11642
1967	1270	11643
1968	1271	11642
1969	1272	11642
1970	1272	11639
1971	1273	11639
1972	1273	11639
1973	1274	11638
1974	1275	11638
1975	1275	11637
1976	1276	11636
1977	1277	11636
1978	1277	11635
1979	1278	11635
1980	1279	11635
1981	1279	11635
1982	1280	11635
1983	1281	11635
1984	1281	11634
1985	1282	11634
1986	1283	11634
1987	1284	11633
1988	1284	11633
1989	1285	11633
1990	1286	11632
1991	1286	11632
1992	1287	11631
1993	1288	11631
1994	1288	11630
1995	1289	11629
1996	1289	11629
1997	1290	11629
1998	1291	11628
1999	1292	11628
2000	1292	11628
2001	1293	11628
2002	1294	11627
2003	1294	11627
2004	1295	11625
2005	1295	11625
2006	1296	11625
2007	1297	11625
2008	1298	11624
2009	1298	11623
2010	1299	11623
2011	1300	11623
2012	1300	11623
2013	1301	11622
2014	1302	11621
2015	1302	11621
2016	1303	11620
2017	1304	11620
2018	1304	11619
2019	1305	11619
2020	1306	11618
2021	1306	11617
2022	1307	11618
2023	1308	11617
2024	1308	11616
2025	1309	11617
2026	1310	11616
2027	1310	11615
2028	1311	11616
2029	1312	11617
2030	1313	11617
2031	1313	11617
2032	1314	11616
2033	1315	11616
2034	1315	11617
2035	1316	11616
2036	1317	11616
2037	1317	11615
2038	1318	11616
2039	1319	11615
2040	1320	11614
2041	1320	11614
2042	1321	11613
2043	1321	11612
2044	1322	11612
2045	1323	11612
2046	1323	11611
2047	1324	11612
2048	1325	11614
2049	1326	11613
2050	1327	11614
2051	1327	11613
2052	1328	11613
2053	1329	11613
2054	1329	11612
2055	1330	11611
2056	1331	11611
2057	1332	11612
2058	1332	11613
2059	1333	11613
2060	1334	11612
2061	1334	11611
2062	1335	11611
2063	1336	11611
2064	1337	11613
2065	1337	11614
2066	1338	11614
2067	1339	11613
2068	1339	11612
2069	1340	11612
2070	1341	11611
2071	1341	11611
2072	1342	11610
2073	1343	11609
2074	1343	11608
2075	1344	11608
2076	1345	11607
2077	1345	11607
2078	1346	11606
2079	1347	11606
2080	1347	11606
2081	1348	11606
2082	1349	11606
2083	1350	11606
2084	1350	11606
2085	1351	11607
2086	1352	11606
2087	1352	11605
2088	1353	11604
2089	1354	11603
2090	1354	11602
2091	1355	11602
2092	1355	11601
2093	1356	11600
2094	1357	11601
2095	1358	11600
2096	1358	11600
2097	1359	11599
2098	1360	11598
2099	1360	11598
2100	1361	11597
2101	1362	11597
2102	1362	11597
2103	1363	11597
2104	1364	11597
2105	1364	11597
2106	1365	11598
2107	1366	11597
2108	1367	11597
2109	1367	11596
2110	1368	11594
2111	1368	11593
2112	1369	11592
2113	1370	11592
2114	1370	11591
2115	1371	11590
2116	1372	11590
2117	1372	11589
2118	1373	11588
2119	1374	11588
2120	1374	11588
2121	1375	11587
2122	1376	11587
2123	1376	11588
2124	1377	11588
2125	1378	11587
2126	1378	11585
2127	1379	11583
2128	1379	11582
2129	1380	11581
2130	1380	11579
2131	1381	11579
2132	1382	11578
2133	1382	11577
2134	1383	11576
2135	1384	11576
2136	1384	11575
2137	1385	11575
2138	1386	11573
2139	1386	11573
2140	1387	11571
2141	1387	11571
2142	1388	11571
2143	1389	11570
2144	1389	11569
2145	1390	11568
2146	1391	11568
2147	1391	11568
2148	1392	11569
2149	1393	11569
2150	1394	11568
2151	1394	11568
2152	1395	11567
2153	1396	11566
2154	1396	11566
2155	1397	11566
2156	1398	11565
2157	1398	11565
2158	1399	11565
2159	1400	11564
2160	1400	11564
2161	1401	11562
2162	1402	11561
2163	1402	11560
2164	1403	11560
2165	1403	11559
2166	1404	11558
2167	1405	11557
2168	1405	11557
2169	1406	11556
2170	1407	11555
2171	1407	11554
2172	1408	11553
2173	1409	11553
2174	1409	11552
2175	1410	11551
2176	1410	11550
2177	1411	11549
2178	1411	11548
2179	1412	11546
2180	1413	11545
2181	1413	11544
2182	1414	11543
2183	1414	11542
2184	1415	11541
2185	1416	11539
2186	1416	11538
2187	1417	11538
2188	1417	11537
2189	1418	11536
2190	1419	11535
2191	1419	11534
2192	1420	11533
2193	1421	11532
2194	1421	11532
2195	1422	11531
2196	1422	11530
2197	1423	11530
2198	1424	11529
2199	1424	11529
2200	1425	11528
2201	1426	11527
2202	1426	11526
2203	1427	11525
2204	1427	11524
2205	1428	11523
2206	1429	11522
2207	1429	11521
2208	1430	11520
2209	1431	11519
2210	1431	11517
2211	1432	11516
2212	1432	11516
2213	1433	11515
2214	1434	11514
2215	1434	11513
2216	1435	11512
2217	1435	11511
2218	1436	11510
2219	1437	11509
2220	1437	11508
2221	1438	11507
2222	1438	11506
2223	1439	11505
2224	1440	11505
2225	1440	11505
2226	1441	11504
2227	1442	11503
2228	1442	11502
2229	1443	11501
2230	1444	11501
2231	1444	11500
2232	1445	11499
2233	1445	11499
2234	1446	11498
2235	1447	11497
2236	1447	11497
2237	1448	11496
2238	1449	11495
2239	1449	11495
2240	1450	11494
2241	1451	11494
2242	1451	11493
2243	1452	11492
2244	1453	11492
2245	1453	11491
2246	1454	11491
2247	1455	11491
2248	1455	11490
2249	1456	11489
2250	1457	11489
2251	1457	11489
2252	1458	11488
2253	1459	11488
2254	1459	11487
2255	1460	11487
2256	1461	11487
2257	1461	11486
2258	1462	11485
2259	1463	11484
2260	1463	11484
2261	1464	11483
2262	1464	11481
2263	1465	11481
2264	1466	11481
2265	1466	11480
2266	1467	11480
2267	1468	11479
2268	1469	11479
2269	1469	11479
2270	1470	11477
2271	1470	11477
2272	1471	11475
2273	1472	11474
2274	1472	11473
2275	1473	11472
2276	1473	11472
2277	1474	11472
2278	1475	11471
2279	1475	11471
2280	1476	11470
2281	1477	11469
2282	1477	11469
2283	1478	11469
2284	1479	11468
2285	1479	11467
2286	1480	11467
2287	1481	11466
2288	1481	11465
2289	1482	11464
2290	1483	11464
2291	1483	11463
2292	1484	11462
2293	1484	11461
2294	1485	11460
2295	1486	11459
2296	1486	11457
2297	1487	11456
2298	1487	11456
2299	1488	11455
2300	1489	11454
2301	1489	11453
2302	1490	11452
2303	1491	11451
2304	1491	11451
2305	1492	11450
2306	1492	11449
2307	1493	11449
2308	1494	11448
2309	1494	11447
2310	1495	11446
2311	1496	11446
2312	1496	11445
2313	1497	11444
2314	1498	11444
2315	1498	11443
2316	1499	11442
2317	1499	11442
2318	1500	11441
2319	1501	11440
2320	1501	11440
2321	1502	11439
2322	1503	11438
2323	1503	11437
2324	1504	11437
2325	1505	11436
2326	1505	11436
2327	1506	11435
2328	1507	11434
2329	1507	11434
2330	1508	11433
2331	1509	11433
2332	1509	11432
2333	1510	11431
2334	1510	11430
2335	1511	11430
2336	1512	11429
2337	1512	11427
2338	1513	11427
2339	1514	11426
2340	1514	11425
2341	1515	11425
2342	1515	11424
2343	1516	11423
2344	1517	11423
2345	1517	11422
2346	1518	11421
2347	1519	11421
2348	1519	11420
2349	1520	11419
2350	1521	11419
2351	1521	11418
2352	1522	11418
2353	1523	11419
2354	1523	11418
2355	1524	11417
2356	1525	11416
2357	1525	11415
2358	1526	11414
2359	1527	11413
2360	1527	11413
2361	1528	11412
2362	1528	11411
2363	1529	11410
2364	1530	11409
2365	1530	11409
2366	1531	11408
2367	1532	11408
2368	1532	11406
2369	1533	11406
2370	1534	11405
2371	1534	11405
2372	1535	11404
2373	1535	11404
2374	1536	11403
2375	1537	11403
2376	1537	11402
2377	1538	11401
2378	1539	11400
2379	1539	11399
2380	1540	11399
2381	1541	11398
2382	1541	11397
2383	1542	11396
2384	1542	11395
2385	1543	11394
2386	1544	11393
2387	1544	11392
2388	1545	11392
2389	1546	11391
2390	1546	11391
2391	1547	11389
2392	1547	11389
2393	1548	11388
2394	1549	11387
2395	1549	11387
2396	1550	11387
2397	1551	11387
2398	1552	11387
2399	1552	11386
2400	1553	11386
2401	1554	11385
2402	1554	11384
2403	1555	11383
2404	1555	11383
2405	1556	11382
2406	1557	11381
2407	1557	11380
2408	1558	11379
2409	1559	11378
2410	1559	11377
2411	1560	11376
2412	1560	11376
2413	1561	11375
2414	1562	11374
2415	1562	11374
2416	1563	11373
2417	1564	11373
2418	1564	11372
2419	1565	11371
2420	1566	11371
2421	1566	11370
2422	1567	11370
2423	1568	11370
2424	1568	11369
2425	1569	11367
2426	1569	11366
2427	1570	11365
2428	1571	11364
2429	1571	11364
2430	1572	11363
2431	1572	11362
2432	1573	11361
2433	1574	11360
2434	1574	11359
2435	1575	11358
2436	1575	11357
2437	1576	11357
2438	1577	11357
2439	1577	11356
2440	1578	11355
2441	1579	11354
2442	1579	11353
2443	1580	11353
2444	1581	11353
2445	1581	11353
2446	1582	11353
2447	1583	11353
2448	1584	11352
2449	1584	11350
2450	1585	11349
2451	1585	11348
2452	1586	11348
2453	1587	11347
2454	1587	11346
2455	1588	11346
2456	1589	11345
2457	1589	11345
2458	1590	11344
2459	1591	11343
2460	1591	11342
2461	1592	11341
2462	1592	11342
2463	1593	11342
2464	1594	11341
2465	1594	11340
2466	1595	11339
2467	1596	11338
2468	1596	11338
2469	1597	11337
2470	1598	11336
2471	1598	11335
2472	1599	11334
2473	1599	11333
2474	1600	11332
2475	1601	11331
2476	1601	11330
2477	1602	11330
2478	1602	11329
2479	1603	11328
2480	1604	11327
2481	1604	11327
2482	1605	11326
2483	1606	11325
2484	1606	11324
2485	1607	11323
2486	1607	11323
2487	1608	11322
2488	1609	11322
2489	1609	11320
2490	1610	11319
2491	1611	11319
2492	1611	11318
2493	1612	11317
2494	1613	11316
2495	1613	11316
2496	1614	11315
2497	1614	11314
2498	1615	11314
2499	1616	11313
2500	1616	11313
2501	1617	11312
2502	1618	11311
2503	1618	11311
2504	1619	11310
2505	1620	11311
2506	1620	11310
2507	1621	11309
2508	1622	11309
2509	1622	11309
2510	1623	11308
2511	1624	11308
2512	1624	11307
2513	1625	11307
2514	1626	11307
2515	1627	11306
2516	1627	11305
2517	1628	11305
2518	1629	11305
2519	1629	11305
2520	1630	11304
2521	1631	11303
2522	1631	11303
2523	1632	11303
2524	1633	11302
2525	1633	11302
2526	1634	11301
2527	1634	11300
2528	1635	11298
2529	1636	11298
2530	1636	11298
2531	1637	11297
2532	1638	11296
2533	1638	11295
2534	1639	11295
2535	1640	11295
2536	1640	11295
2537	1641	11294
2538	1642	11293
2539	1642	11292
2540	1643	11293
2541	1644	11293
2542	1645	11292
2543	1645	11292
2544	1646	11292
2545	1647	11292
2546	1647	11291
2547	1648	11291
2548	1649	11290
2549	1649	11290
2550	1650	11289
2551	1651	11289
2552	1651	11288
2553	1652	11287
2554	1653	11286
2555	1653	11285
2556	1654	11284
2557	1654	11283
2558	1655	11282
2559	1655	11281
2560	1656	11280
2561	1657	11279
2562	1657	11278
2563	1658	11276
2564	1658	11275
2565	1659	11274
2566	1660	11273
2567	1660	11272
2568	1661	11271
2569	1661	11270
2570	1662	11269
2571	1663	11268
2572	1663	11267
2573	1664	11266
2574	1664	11265
2575	1665	11264
2576	1665	11263
2577	1666	11262
2578	1667	11261
2579	1667	11259
2580	1668	11258
2581	1668	11257
2582	1669	11256
2583	1670	11255
2584	1670	11254
2585	1671	11254
2586	1671	11253
2587	1672	11252
2588	1673	11252
2589	1673	11251
2590	1674	11251
2591	1675	11250
2592	1675	11249
2593	1676	11248
2594	1677	11248
2595	1677	11247
2596	1678	11247
2597	1678	11246
2598	1679	11245
2599	1680	11244
2600	1680	11243
2601	1681	11242
2602	1682	11242
2603	1682	11241
2604	1683	11240
2605	1683	11239
2606	1684	11238
2607	1685	11238
2608	1685	11238
2609	1686	11237
2610	1687	11237
2611	1687	11236
2612	1688	11236
2613	1689	11235
2614	1689	11235
2615	1690	11234
2616	1691	11233
2617	1691	11232
2618	1692	11232
2619	1693	11231
2620	1693	11231
2621	1694	11230
2622	1695	11229
2623	1695	11229
2624	1696	11229
2625	1697	11228
2626	1697	11228
2627	1698	11227
2628	1699	11227
2629	1699	11225
2630	1700	11225
2631	1701	11224
2632	1701	11223
2633	1702	11226
2634	1703	11225
2635	1703	11224
2636	1704	11223
2637	1705	11222
2638	1705	11221
2639	1706	11220
2640	1707	11220
2641	1707	11219
2642	1708	11218
2643	1708	11217
2644	1709	11216
2645	1710	11216
2646	1710	11216
2647	1711	11216
2648	1712	11215
2649	1713	11215
2650	1713	11215
2651	1714	11215
2652	1715	11215
2653	1715	11215
2654	1716	11214
2655	1717	11214
2656	1717	11213
2657	1718	11213
2658	1719	11213
2659	1720	11213
2660	1720	11212
2661	1721	11212
2662	1722	11211
2663	1722	11211
2664	1723	11211
2665	1724	11210
2666	1724	11210
2667	1725	11209
2668	1726	11209
2669	1726	11208
2670	1727	11208
2671	1728	11208
2672	1728	11207
2673	1729	11206
2674	1730	11206
2675	1730	11205
2676	1731	11204
2677	1732	11204
2678	1732	11203
2679	1733	11203
2680	1734	11203
2681	1734	11202
2682	1735	11202
2683	1736	11202
2684	1737	11201
2685	1737	11201
2686	1738	11201
2687	1739	11201
2688	1739	11200
2689	1740	11200
2690	1741	11199
2691	1741	11199
2692	1742	11199
2693	1743	11198
2694	1743	11198
2695	1744	11197
2696	1745	11197
2697	1745	11196
2698	1746	11196
2699	1747	11195
2700	1748	11195
2701	1748	11195
2702	1749	11195
2703	1750	11194
2704	1750	11194
2705	1751	11194
2706	1752	11194
2707	1753	11194
2708	1753	11194
2709	1754	11193
2710	1755	11193
2711	1755	11193
2712	1756	11192
2713	1757	11192
2714	1758	11192
2715	1758	11192
2716	1759	11192
2717	1760	11191
2718	1760	11191
2719	1761	11191
2720	1762	11191
2721	1762	11190
2722	1763	11190
2723	1764	11191
2724	1765	11190
2725	1765	11190
2726	1766	11189
2727	1767	11189
2728	1768	11189
2729	1768	11189
2730	1769	11188
2731	1770	11188
2732	1770	11188
2733	1771	11189
2734	1772	11188
2735	1772	11187
2736	1773	11186
2737	1774	11186
2738	1775	11185
2739	1775	11185
2740	1776	11185
2741	1777	11184
2742	1777	11184
2743	1778	11184
2744	1779	11184
2745	1779	11184
2746	1780	11184
2747	1781	11184
2748	1782	11183
2749	1782	11182
2750	1783	11183
2751	1784	11183
2752	1785	11182
2753	1785	11181
2754	1786	11181
2755	1786	11180
2756	1787	11179
2757	1788	11178
2758	1788	11177
2759	1789	11177
2760	1790	11177
2761	1790	11177
2762	1791	11176
2763	1792	11177
2764	1792	11176
2765	1793	11175
2766	1794	11174
2767	1794	11173
2768	1795	11173
2769	1796	11172
2770	1796	11172
2771	1797	11173
2772	1798	11172
2773	1799	11171
2774	1799	11170
2775	1800	11170
2776	1800	11169
2777	1801	11168
2778	1803	11177
2779	1804	11178
2780	1805	11177
2781	1805	11176
2782	1806	11174
2783	1806	11174
2784	1807	11173
2785	1808	11172
2786	1808	11171
2787	1809	11169
2788	1809	11168
2789	1810	11167
2790	1810	11165
2791	1811	11164
2792	1811	11163
2793	1812	11161
2794	1813	11161
2795	1813	11161
2796	1814	11161
2797	1815	11160
2798	1816	11160
2799	1816	11159
2800	1817	11160
2801	1818	11159
2802	1818	11158
2803	1819	11158
2804	1820	11157
2805	1820	11156
2806	1821	11156
2807	1822	11155
2808	1822	11156
2809	1823	11155
2810	1824	11154
2811	1824	11153
2812	1825	11151
2813	1825	11150
2814	1826	11149
2815	1827	11148
2816	1827	11148
2817	1828	11147
2818	1828	11146
2819	1829	11144
2820	1829	11143
2821	1830	11142
2822	1831	11141
2823	1831	11140
2824	1832	11139
2825	1832	11138
2826	1833	11137
2827	1833	11135
2828	1834	11134
2829	1835	11133
2830	1835	11132
2831	1836	11130
2832	1836	11128
2833	1837	11127
2834	1837	11125
2835	1838	11124
2836	1838	11124
2837	1839	11122
2838	1839	11121
2839	1840	11120
2840	1841	11119
2841	1841	11117
2842	1842	11116
2843	1842	11114
2844	1843	11113
2845	1843	11111
2846	1844	11110
2847	1844	11108
2848	1845	11107
2849	1845	11105
2850	1846	11104
2851	1846	11102
2852	1856	11156
2853	1856	11154
2854	1857	11152
2855	1857	11151
2856	1858	11149
2857	1858	11149
2858	1859	11148
2859	1859	11146
2860	1860	11145
2861	1860	11143
2862	1861	11141
2863	1861	11139
2864	1862	11137
2865	1862	11135
2866	1863	11134
2867	1863	11132
2868	1864	11130
2869	1864	11129
2870	1865	11127
2871	1865	11126
2872	1866	11124
2873	1866	11122
2874	1866	11120
2875	1867	11118
2876	1867	11116
2877	1868	11115
2878	1868	11113
2879	1869	11111
2880	1869	11110
2881	1870	11109
2882	1870	11107
2883	1871	11105
2884	1871	11104
2885	1872	11103
2886	1872	11101
2887	1873	11100
2888	1873	11098
2889	1874	11097
2890	1874	11095
2891	1875	11093
2892	1875	11092
2893	1876	11091
2894	1876	11089
2895	1877	11088
2896	1877	11086
2897	1878	11085
2898	1878	11083
2899	1879	11082
2900	1879	11080
2901	1880	11079
2902	1880	11077
2903	1881	11076
2904	1881	11074
2905	1882	11073
2906	1882	11071
2907	1883	11069
2908	1883	11068
2909	1884	11067
2910	1884	11065
2911	1885	11064
2912	1885	11062
2913	1886	11060
2914	1886	11059
2915	1887	11057
2916	1887	11056
2917	1888	11054
2918	1888	11052
2919	1889	11051
2920	1889	11049
2921	1890	11048
2922	1890	11047
2923	1891	11045
2924	1891	11043
2925	1892	11042
2926	1892	11040
2927	1893	11039
2928	1893	11038
2929	1894	11036
2930	1894	11035
2931	1895	11034
2932	1896	11032
2933	1896	11031
2934	1897	11030
2935	1897	11028
2936	1898	11027
2937	1898	11025
2938	1899	11024
2939	1899	11022
2940	1900	11021
2941	1900	11020
2942	1901	11019
2943	1901	11018
2944	1902	11017
2945	1902	11015
2946	1903	11014
2947	1903	11012
2948	1904	11010
2949	1904	11009
2950	1905	11008
2951	1905	11006
2952	1906	11005
2953	1906	11003
2954	1907	11002
2955	1907	11000
2956	1908	10999
2957	1908	10997
2958	1909	10996
2959	1909	10994
2960	1910	10993
2961	1910	10992
2962	1911	10990
2963	1911	10989
2964	1912	10988
2965	1913	10986
2966	1913	10985
2967	1914	10983
2968	1914	10982
2969	1915	10980
2970	1915	10979
2971	1915	10977
2972	1916	10976
2973	1916	10974
2974	1917	10973
2975	1918	10972
2976	1918	10970
2977	1919	10969
2978	1919	10968
2979	1920	10966
2980	1920	10965
2981	1921	10964
2982	1921	10963
2983	1922	10961
2984	1922	10961
2985	1923	10959
2986	1923	10958
2987	1924	10956
2988	1924	10954
2989	1925	10953
2990	1925	10952
2991	1926	10951
2992	1927	10949
2993	1927	10948
2994	1927	10946
2995	1928	10945
2996	1928	10943
2997	1929	10942
2998	1930	10941
2999	1930	10939
3000	1931	10938
3001	1931	10936
3002	1932	10935
3003	1932	10933
3004	1933	10932
3005	1933	10930
3006	1933	10929
3007	1934	10928
3008	1935	10927
3009	1935	10925
3010	1936	10924
3011	1936	10923
3012	1937	10921
3013	1937	10920
3014	1938	10919
3015	1938	10918
3016	1939	10917
3017	1939	10915
3018	1940	10913
3019	1940	10912
3020	1941	10911
3021	1941	10909
3022	1942	10907
3023	1942	10906
3024	1943	10904
3025	1943	10903
3026	1944	10902
3027	1944	10900
3028	1945	10899
3029	1946	10899
3030	1946	10898
3031	1947	10897
3032	1947	10895
3033	1948	10894
3034	1948	10892
3035	1949	10891
3036	1949	10890
3037	1950	10889
3038	1950	10887
3039	1951	10885
3040	1951	10884
3041	1952	10882
3042	1952	10881
3043	1953	10880
3044	1953	10879
3045	1954	10877
3046	1954	10875
3047	1955	10874
3048	1955	10873
3049	1956	10872
3050	1956	10870
3051	1957	10868
3052	1957	10867
3053	1958	10866
3054	1958	10864
3055	1959	10863
3056	1959	10861
3057	1960	10861
3058	1961	10860
3059	1961	10858
3060	1961	10857
3061	1962	10856
3062	1963	10854
3063	1963	10853
3064	1964	10853
3065	1964	10851
3066	1965	10850
3067	1965	10848
3068	1966	10847
3069	1966	10846
3070	1967	10844
3071	1967	10843
3072	1968	10841
3073	1968	10840
3074	1969	10839
3075	1969	10838
3076	1970	10836
3077	1970	10834
3078	1971	10833
3079	1971	10832
3080	1972	10831
3081	1972	10829
3082	1973	10829
3083	1974	10827
3084	1974	10826
3085	1974	10824
3086	1975	10823
3087	1976	10822
3088	1976	10820
3089	1976	10819
3090	1977	10818
3091	1978	10816
3092	1978	10815
3093	1979	10813
3094	1979	10812
3095	1980	10810
3096	1980	10809
3097	1981	10808
3098	1981	10807
3099	1982	10806
3100	1982	10804
3101	1983	10802
3102	1983	10801
3103	1984	10800
3104	1984	10799
3105	1985	10798
3106	1985	10796
3107	1986	10795
3108	1986	10793
3109	1987	10792
3110	1987	10791
3111	1988	10789
3112	1988	10788
3113	1989	10786
3114	1989	10785
3115	1990	10784
3116	1990	10782
3117	1991	10781
3118	1991	10780
3119	1992	10778
3120	1992	10777
3121	1993	10775
3122	1993	10774
3123	1994	10772
3124	1994	10771
3125	1995	10769
3126	1995	10768
3127	1996	10767
3128	1996	10766
3129	1997	10764
3130	1997	10762
3131	1998	10761
3132	1998	10760
3133	1999	10759
3134	1999	10757
3135	2000	10756
3136	2000	10756
3137	2001	10755
3138	2002	10754
3139	2002	10753
3140	2003	10752
3141	2003	10750
3142	2004	10749
3143	2004	10747
3144	2005	10746
3145	2005	10744
3146	2006	10743
3147	2006	10741
3148	2007	10739
3149	2007	10738
3150	2008	10737
3151	2008	10735
3152	2008	10734
3153	2009	10732
3154	2009	10731
3155	2010	10730
3156	2011	10729
3157	2011	10728
3158	2012	10726
3159	2012	10725
3160	2013	10724
3161	2013	10722
3162	2014	10722
3163	2014	10720
3164	2015	10719
3165	2015	10717
3166	2016	10715
3167	2016	10714
3168	2017	10713
3169	2017	10712
3170	2018	10711
3171	2018	10709
3172	2019	10708
3173	2019	10707
3174	2020	10706
3175	2020	10705
3176	2021	10703
3177	2021	10702
3178	2022	10700
3179	2022	10699
3180	2023	10698
3181	2023	10696
3182	2024	10695
3183	2025	10695
3184	2025	10693
3185	2026	10692
3186	2026	10691
3187	2027	10689
3188	2027	10688
3189	2027	10686
3190	2028	10685
3191	2028	10683
3192	2029	10682
3193	2029	10680
3194	2030	10679
3195	2030	10677
3196	2031	10676
3197	2031	10674
3198	2032	10673
3199	2032	10672
3200	2033	10670
3201	2033	10669
3202	2034	10667
3203	2034	10666
3204	2035	10664
3205	2035	10663
3206	2036	10661
3207	2036	10660
3208	2037	10658
3209	2037	10657
3210	2038	10656
3211	2038	10654
3212	2039	10653
3213	2039	10652
3214	2040	10651
3215	2040	10649
3216	2041	10648
3217	2041	10647
3218	2042	10645
3219	2042	10644
3220	2043	10643
3221	2043	10641
3222	2044	10640
3223	2044	10638
3224	2045	10637
3225	2045	10636
3226	2046	10634
3227	2046	10633
3228	2047	10632
3229	2047	10630
3230	2048	10629
3231	2048	10628
3232	2049	10626
3233	2049	10625
3234	2050	10625
3235	2050	10624
3236	2051	10622
3237	2051	10621
3238	2052	10619
3239	2052	10618
3240	2053	10616
3241	2053	10615
3242	2054	10613
3243	2054	10612
3244	2055	10610
3245	2055	10609
3246	2056	10608
3247	2056	10607
3248	2057	10605
3249	2057	10604
3250	2058	10603
3251	2058	10602
3252	2059	10600
3253	2059	10599
3254	2060	10598
3255	2060	10597
3256	2061	10595
3257	2061	10594
3258	2062	10593
3259	2062	10591
3260	2063	10590
3261	2063	10588
3262	2064	10587
3263	2064	10585
3264	2065	10584
3265	2065	10583
3266	2065	10581
3267	2066	10580
3268	2066	10578
3269	2067	10577
3270	2067	10576
3271	2068	10574
3272	2069	10574
3273	2069	10572
3274	2070	10572
3275	2070	10570
3276	2071	10569
3277	2071	10568
3278	2072	10566
3279	2072	10565
3280	2073	10564
3281	2073	10562
3282	2074	10561
3283	2074	10560
3284	2075	10559
3285	2075	10557
3286	2076	10556
3287	2076	10555
3288	2077	10554
3289	2077	10553
3290	2078	10552
3291	2079	10552
3292	2079	10551
3293	2080	10550
3294	2080	10549
3295	2081	10547
3296	2081	10546
3297	2082	10545
3298	2082	10543
3299	2083	10542
3300	2083	10540
3301	2084	10539
3302	2084	10538
3303	2085	10536
3304	2085	10535
3305	2086	10533
3306	2086	10532
3307	2086	10530
3308	2087	10528
3309	2087	10527
3310	2088	10525
3311	2088	10524
3312	2089	10522
3313	2089	10521
3314	2090	10520
3315	2090	10518
3316	2091	10517
3317	2091	10516
3318	2092	10514
3319	2092	10513
3320	2093	10511
3321	2093	10510
3322	2093	10509
3323	2094	10507
3324	2095	10506
3325	2095	10505
3326	2096	10504
3327	2096	10503
3328	2097	10501
3329	2097	10500
3330	2098	10499
3331	2098	10498
3332	2099	10496
3333	2099	10495
3334	2100	10494
3335	2100	10493
3336	2101	10493
3337	2101	10492
3338	2102	10491
3339	2103	10490
3340	2103	10488
3341	2104	10487
3342	2104	10486
3343	2105	10485
3344	2105	10484
3345	2106	10483
3346	2106	10482
3347	2107	10481
3348	2107	10480
3349	2108	10479
3350	2108	10477
3351	2109	10476
3352	2109	10475
3353	2110	10474
3354	2110	10472
3355	2111	10471
3356	2111	10470
3357	2112	10469
3358	2112	10468
3359	2113	10466
3360	2114	10465
3361	2114	10464
3362	2115	10463
3363	2115	10462
3364	2116	10461
3365	2116	10460
3366	2117	10459
3367	2117	10458
3368	2118	10457
3369	2119	10456
3370	2119	10456
3371	2120	10455
3372	2120	10454
3373	2121	10453
3374	2121	10452
3375	2122	10451
3376	2123	10450
3377	2123	10449
3378	2124	10448
3379	2124	10447
3380	2125	10446
3381	2125	10444
