iter	RMSE
151	0.8621648886
152	0.8605872176
153	0.8591921207
154	0.8576889038
155	0.8564478322
156	0.8548152262
157	0.8533803426
158	0.8521378405
159	0.8507791363
160	0.8492315678
161	0.8479122416
162	0.8466755845
163	0.8452953877
164	0.8439608848
165	0.8428426122
166	0.8414705886
167	0.8399820748
168	0.8385157951
169	0.8371884853
170	0.8355093296
171	0.8341170284
172	0.8327765575
173	0.8317162788
174	0.8304764678
175	0.8291004998
176	0.8280111436
177	0.8269314474
178	0.8258617178
179	0.8244434842
180	0.8229593487
181	0.8216019025
182	0.820373072
183	0.8189406734
184	0.8176078991
185	0.8162142227
186	0.8146809278
187	0.8135372118
188	0.8125342034
189	0.8111693539
190	0.8099541871
191	0.8089228174
192	0.8078122496
193	0.8063750176
194	0.8053831954
195	0.804128659
196	0.8029671851
197	0.8017923128
198	0.8007045018
199	0.7993507017
200	0.797953868
201	0.7968671789
202	0.7956338379
203	0.7947296016
204	0.7938613817
205	0.7927377582
206	0.7916511348
207	0.7903947484
208	0.7892094338
209	0.7882726115
210	0.7871335957
211	0.7860759635
212	0.7851639689
213	0.7838303581
214	0.7825143799
215	0.7813478107
216	0.7803433709
217	0.7794281963
218	0.7783446212
219	0.7770842815
220	0.7758198142
221	0.7746815673
222	0.7739546657
223	0.7727403217
224	0.7717184226
225	0.7707130807
226	0.7699761576
227	0.7691000458
228	0.7678628344
229	0.7670554678
230	0.7660477106
231	0.7650856295
232	0.7641054738
233	0.7632433357
234	0.7620807281
235	0.7610550564
236	0.7600844086
237	0.7591214513
238	0.7580586052
239	0.7572350819
240	0.7561511349
241	0.7552949274
242	0.7540751419
243	0.7529832575
244	0.7521881689
245	0.7513060836
246	0.7504680125
247	0.7493487441
248	0.748513279
249	0.7475237996
250	0.7467820851
251	0.7460651714
252	0.7452307457
253	0.7445021844
254	0.7435772883
255	0.7425918603
256	0.7415349199
257	0.7406995992
258	0.7397831853
259	0.7390179079
260	0.7380138746
261	0.73719835
262	0.7365173539
263	0.735706657
264	0.7347834795
265	0.7338807744
266	0.73323676
267	0.732147376
268	0.7310667283
269	0.7302602955
270	0.7291109448
271	0.72842712
272	0.7278165553
273	0.7269503077
274	0.7258056592
275	0.7250796816
276	0.724033514
277	0.7234992126
278	0.7226029083
279	0.721870941
280	0.7208102211
281	0.7200662631
282	0.7193408166
283	0.7182873685
284	0.7172899911
285	0.7164744743
286	0.7157722282
287	0.7149397906
288	0.7141436533
289	0.7134553531
290	0.7128694921
291	0.7120210948
292	0.7111260062
293	0.7101626994
294	0.709407417
295	0.7086177291
296	0.7079381667
297	0.7072074238
298	0.7063193769
299	0.7054003744
300	0.7046938545
301	0.7040333823
302	0.703354187
303	0.7024033274
304	0.7013676078
305	0.7007145332
306	0.7002041142
307	0.6995707823
308	0.6987115009
309	0.6979351779
310	0.6971719257
311	0.6964045677
312	0.6956025711
313	0.6947065821
314	0.6937885316
315	0.6929936206
316	0.6922032064
317	0.6911292636
318	0.6906114722
319	0.6899548679
320	0.6890095012
321	0.6884594999
322	0.6877699626
323	0.686834268
324	0.6860975024
325	0.6852710367
326	0.684511635
327	0.6839211661
328	0.683402261
329	0.6824940222
330	0.6816773997
331	0.6810260953
332	0.6802399335
333	0.6794283893
334	0.6788700572
335	0.6780675508
336	0.6774061988
337	0.6766695544
338	0.6759441785
339	0.6752966839
340	0.674641758
341	0.6738776485
342	0.673170567
343	0.6725019463
344	0.672052088
345	0.671224049
346	0.670676882
347	0.670020058
348	0.6694178725
349	0.6687657039
350	0.6680800222
351	0.6672356447
352	0.6666341109
353	0.6660023108
354	0.6654850103
355	0.6649509186
356	0.6644807654
357	0.6638850916
358	0.6634443775
359	0.6629678349
360	0.6623299436
361	0.661687422
362	0.6607720512
363	0.6601028406
364	0.6596298767
365	0.6591511278
366	0.6585349958
367	0.6578389678
368	0.6572120731
369	0.6565186739
370	0.6560784031
371	0.6555526551
372	0.6550519974
373	0.6543913508
374	0.6536453014
375	0.6532990872
376	0.6528904719
377	0.6524103655
378	0.651766078
379	0.651145527
380	0.650741784
381	0.6502863326
382	0.6497983595
383	0.6491798925
384	0.6487016188
385	0.6478779002
386	0.6471637554
387	0.6467135942
388	0.6461327974
389	0.6456585888
390	0.6452628256
391	0.6445017252
392	0.6439762022
393	0.6436282649
394	0.6430631923
395	0.6426573674
396	0.6422048778
397	0.6417298153
398	0.6411816579
399	0.6405436132
400	0.6399931365
401	0.639474232
402	0.6389593992
403	0.6386358494
404	0.6379765621
405	0.6375497472
406	0.6372227279
407	0.6366344501
408	0.6360541932
409	0.635474375
410	0.6349283954
411	0.6345016092
412	0.6339620535
413	0.6334286144
414	0.6326987847
415	0.6320658388
416	0.6314936929
417	0.6311034317
418	0.630596057
419	0.6301990447
420	0.6296565023
421	0.6290168598
422	0.6286990811
423	0.6280206297
424	0.6276986151
425	0.6273050443
426	0.6268006639
427	0.6264699964
428	0.6259971627
429	0.6257153903
430	0.6251067464
431	0.6244820767
432	0.623940569
433	0.6232925571
434	0.6229399581
435	0.6224378345
436	0.6218561047
437	0.6212815787
438	0.6207918711
439	0.6203203373
440	0.6199783091
441	0.6195265866
442	0.6189544831
443	0.6184927718
444	0.618056137
445	0.6175645789
446	0.6170352239
447	0.6166199895
448	0.6162581257
449	0.6155946822
450	0.6152955417
451	0.6147986759
452	0.6145044325
453	0.6141762482
454	0.6138649254
455	0.6133662121
456	0.6128239659
457	0.612437778
458	0.611997439
459	0.6116396612
460	0.6111883349
461	0.6108721704
462	0.6107371831
463	0.6101323962
464	0.6095796269
465	0.6092794608
466	0.608822326
467	0.608280012
468	0.6080687935
469	0.6077053254
470	0.6072152322
471	0.6067518638
472	0.6063850369
473	0.6060794427
474	0.6058141578
475	0.6051744889
476	0.6048900443
477	0.604612755
478	0.6041775643
479	0.6037281782
480	0.6031174298
481	0.6025744689
482	0.6021012109
483	0.6017530318
484	0.601263312
485	0.6009864759
486	0.6005980934
487	0.6002600877
488	0.59985882
489	0.5993884139
490	0.5989544665
491	0.598624216
492	0.5981859191
493	0.5976652358
494	0.5971273632
495	0.5968173277
496	0.5965003638
497	0.5962192775
498	0.5958193354
499	0.5952518762
500	0.5949712438
501	0.5945819221
502	0.5940935283
503	0.5936938728
504	0.5934059014
505	0.5930283934
506	0.5926440106
507	0.5921782873
508	0.5916905472
509	0.591335911
510	0.5909243706
511	0.5905665243
512	0.590142018
513	0.5900685983
514	0.5895423549
515	0.5891247507
516	0.5886123521
517	0.5883832423
518	0.5879865254
519	0.5876132546
520	0.5872513632
521	0.5868225392
522	0.5864244672
523	0.5860648625
524	0.5857596045
525	0.5852413156
526	0.5848017015
527	0.5844991548
528	0.5839216938
529	0.5835004226
530	0.5832292892
531	0.582850262
532	0.5825631465
533	0.5822007519
534	0.5816185498
535	0.5812655535
536	0.580884747
537	0.5804833086
538	0.5800613616
539	0.5798189769
540	0.5795028333
541	0.5790882218
542	0.5786682608
543	0.5783771487
544	0.5780110896
545	0.5775992826
546	0.5772000048
547	0.5769892943
548	0.5765425765
549	0.5761654512
550	0.5758082642
551	0.5755123596
552	0.5751411304
553	0.5748069719
554	0.5745079944
555	0.5742293862
556	0.5739249258
557	0.5735672832
558	0.5733019346
559	0.5730527109
560	0.5727701277
561	0.5725899144
562	0.5722242058
563	0.5719260476
564	0.5715361957
565	0.5711992123
566	0.5709029303
567	0.5706810365
568	0.5704147318
569	0.5699904173
570	0.5698404366
571	0.5695591839
572	0.5692494116
573	0.5691351118
574	0.5688128146
575	0.568577762
576	0.5685023233
577	0.5682323996
578	0.5680039508
579	0.567705464
580	0.5673457434
581	0.5669987254
582	0.566650373
583	0.5663974573
584	0.566223288
585	0.5659138302
586	0.5656213768
587	0.5651901174
588	0.5649166265
589	0.5645551751
590	0.5643403543
591	0.5639915188
592	0.5636641182
593	0.5632693852
594	0.563062201
595	0.5628353452
596	0.5625657161
597	0.5623241407
598	0.5622195956
599	0.5620516569
600	0.5616812766
601	0.5614971479
602	0.5611897754
603	0.5608656216
604	0.5606156784
605	0.5602158719
606	0.5598462591
607	0.5595310405
608	0.5592859408
609	0.55879478
610	0.5585294569
611	0.5581439619
612	0.557866148
613	0.557465188
614	0.557237482
615	0.5570584566
616	0.5568647924
617	0.5566152496
618	0.5563570614
619	0.5559314431
620	0.5557135808
621	0.555388618
622	0.5548177489
623	0.5543221644
624	0.5540519317
625	0.553724762
626	0.5535174711
627	0.5531644942
628	0.5530204243
629	0.552686387
630	0.5524032303
631	0.5521694767
632	0.5520590572
633	0.5518220824
634	0.5514552551
635	0.5510903113
636	0.5508842678
637	0.5505479052
638	0.5503773978
639	0.5502020771
640	0.5501316443
641	0.549785117
642	0.5496238977
643	0.5493511213
644	0.5490313659
645	0.5485497248
646	0.5483202642
647	0.5479793956
648	0.5476805964
649	0.547407796
650	0.5471442516
651	0.5470031773
652	0.546526601
653	0.5461456572
654	0.5458324263
655	0.5454735965
656	0.5450852225
657	0.5449220642
658	0.5446240856
659	0.5445309225
660	0.544104303
661	0.543953581
662	0.5435949398
663	0.5433956498
664	0.5432011346
665	0.5431190419
666	0.5429501838
667	0.5425703944
668	0.5423131573
669	0.5418299844
670	0.5416052944
671	0.5411782277
672	0.5407487964
673	0.5405399072
674	0.5403164637
675	0.540053606
676	0.5397913879
677	0.5395277928
678	0.5392862976
679	0.538955628
680	0.5387603619
681	0.5385578399
682	0.5382509558
683	0.537920087
684	0.5374672776
685	0.5372635709
686	0.5369476135
687	0.5368323632
688	0.5366254434
689	0.5364879896
690	0.5363915214
691	0.5362929705
692	0.5359329656
693	0.5355433536
694	0.5354370155
695	0.5353229491
696	0.5350685008
697	0.5347301251
698	0.534452998
699	0.5342494042
700	0.5339774425
701	0.5336694604
702	0.5334690269
703	0.5331527771
704	0.53285462
705	0.5325791234
706	0.5322043082
707	0.5320009881
708	0.5318859873
709	0.5315572854
710	0.531424691
711	0.5312690284
712	0.5310883072
713	0.5308056944
714	0.5305210362
715	0.5302836337
716	0.5298495052
717	0.5295947633
718	0.5294813371
719	0.5292407615
720	0.5288725285
721	0.5288540095
722	0.5286394599
723	0.528509237
724	0.528297162
725	0.5280080016
726	0.5277682321
727	0.5277001425
728	0.5275375974
729	0.5272546366
730	0.5270056394
731	0.5268122274
732	0.5265762323
733	0.5264712758
734	0.5261828781
735	0.5258566407
736	0.525727568
737	0.5254997594
738	0.5254208323
739	0.5251740931
740	0.5248468003
741	0.524586701
742	0.5244721347
743	0.5242216851
744	0.5239682231
745	0.523751925
746	0.523579938
747	0.523364054
748	0.523264248
749	0.522995906
750	0.5229099422
751	0.5228152253
752	0.5225647739
753	0.5223429944
754	0.5222005791
755	0.5220960588
756	0.521790139
757	0.5216991685
758	0.5215534508
759	0.521315089
760	0.5212276203
761	0.5209824826
762	0.5206096408
763	0.5202914044
764	0.5199772489
765	0.5197663225
766	0.5196338888
767	0.5193339417
768	0.5191360739
769	0.5189417189
770	0.5185813328
771	0.5182958388
772	0.5181869437
773	0.5181174883
774	0.5178721054
775	0.517619768
776	0.5173768242
777	0.5172144762
778	0.5168897299
779	0.5167630755
780	0.516620685
781	0.5164322802
782	0.5163203362
783	0.5162098124
784	0.5159666427
785	0.5157318554
786	0.5155400067
787	0.5152328704
788	0.5150235774
789	0.5148025371
790	0.5147143241
791	0.5144371217
792	0.5140541475
793	0.5138949375
794	0.5136366895
795	0.513516617
796	0.513276497
797	0.5130128804
798	0.5127737697
799	0.5124315065
800	0.5121512289
801	0.5120317701
802	0.511951678
803	0.5116869181
804	0.5114956517
805	0.5113078924
806	0.5111599054
807	0.5110315557
808	0.5108673509
809	0.5106678974
810	0.5104876747
811	0.5103305026
812	0.5102197294
813	0.5101220231
814	0.5100616021
815	0.5099929676
816	0.509777398
817	0.5095588896
818	0.5095053357
819	0.5093730928
820	0.5092333
821	0.5091119093
822	0.5089124842
823	0.5086505595
824	0.5083698236
825	0.5081499662
826	0.5079795297
827	0.5078299123
828	0.5076884522
829	0.5075984262
830	0.5073660089
831	0.5071867081
832	0.5070179326
833	0.5069466816
834	0.5067737904
835	0.5066159603
836	0.5062858748
837	0.5060215896
838	0.5058831573
839	0.5055929616
840	0.5052950789
841	0.5049411652
842	0.5046819502
843	0.5045620142
844	0.5042260203
845	0.504037322
846	0.5038356772
847	0.5036570963
848	0.5033375429
849	0.5030645471
850	0.5029464625
851	0.5028216683
852	0.5026231759
853	0.5024139012
854	0.5022583565
855	0.5022236119
856	0.5020434514
857	0.5018780487
858	0.5017386991
859	0.5015467095
860	0.5014204704
861	0.5011782033
862	0.5010004756
863	0.5007769463
864	0.5006662322
865	0.5005996619
866	0.5004934785
867	0.5004348657
868	0.500345733
869	0.50006021
870	0.4998774732
871	0.4997508838
872	0.4996780546
873	0.4995180756
874	0.4994142733
875	0.4993283375
876	0.4991923632
877	0.499060822
878	0.4989549658
879	0.4988561904
880	0.498650784
881	0.4985513577
882	0.4984076896
883	0.4982905267
884	0.4980387373
885	0.4978819003
886	0.4975976307
887	0.4975033865
888	0.4973923322
889	0.4972923299
890	0.497171242
891	0.4969913384
892	0.4968327355
893	0.4967047163
894	0.4965293288
895	0.4964095733
896	0.4961221902
897	0.4958850521
898	0.4957875817
899	0.495536814
900	0.4953411162
901	0.4951842394
902	0.4950926832
903	0.494859697
904	0.4947525781
905	0.494658224
906	0.494584098
907	0.4944673437
908	0.4943330072
909	0.4940493114
910	0.4937781076
911	0.4936951625
912	0.4934090723
913	0.4931609042
914	0.4928688562
915	0.4927636819
916	0.4925305146
917	0.4923930119
918	0.4922440436
919	0.4920332363
920	0.4919374954
921	0.4918431794
922	0.4916975184
923	0.4916611646
924	0.4915301744
925	0.4914394523
926	0.4913267001
927	0.4912402657
928	0.4911390492
929	0.4910378771
930	0.4906870899
931	0.4905842642
932	0.4904774905
933	0.4903669145
934	0.4899493165
935	0.4897681452
936	0.4895464615
937	0.4894332998
938	0.4893416956
939	0.4892755663
940	0.4891512349
941	0.4887946542
942	0.4886909332
943	0.4884214315
944	0.488131947
945	0.4880233286
946	0.4879261502
947	0.4876649493
948	0.4875530848
949	0.4872713509
950	0.4871637359
951	0.4867480519
952	0.4866543083
953	0.4864980399
954	0.4861632069
955	0.4857710414
956	0.4856759095
957	0.4856008197
958	0.485450567
959	0.4853581166
960	0.4852698623
961	0.4848810545
962	0.4847399629
963	0.4845328625
964	0.4844301718
965	0.4843392568
966	0.4841183558
967	0.4839292796
968	0.483844149
969	0.4836816188
970	0.4835711377
971	0.483467908
972	0.4833368428
973	0.4832423462
974	0.4831579641
975	0.4830559473
976	0.4829712166
977	0.4827350848
978	0.4826558037
979	0.4825494965
980	0.4824060816
981	0.4823074736
982	0.4820507005
983	0.4819629911
984	0.4818600559
985	0.4815810371
986	0.4814836387
987	0.4813868765
988	0.4812913537
989	0.4812087037
990	0.4809912471
991	0.4809016717
992	0.480709445
993	0.480626207
994	0.4805193877
995	0.4803146663
996	0.4802312261
997	0.4799852262
998	0.4799082901
999	0.4798024437
1000	0.47958344
1001	0.4795053364
1002	0.4794099205
1003	0.4792521516
1004	0.4791714379
1005	0.4790857514
1006	0.4790142914
1007	0.4786972483
1008	0.4782947512
1009	0.4782110995
1010	0.4779443417
1011	0.4778666132
1012	0.4777620027
1013	0.4775834063
1014	0.4775063368
1015	0.4774302193
1016	0.4772819464
1017	0.4771897416
1018	0.4770725113
1019	0.4767911134
1020	0.476710894
1021	0.4766352092
1022	0.4765561668
1023	0.4761866977
1024	0.4759898938
1025	0.4758904146
1026	0.4758163684
1027	0.4757397413
1028	0.4756654659
1029	0.4755762185
1030	0.475256969
1031	0.4751832197
1032	0.474932828
1033	0.4747681853
1034	0.4744898114
1035	0.4741248603
1036	0.4740326814
1037	0.4736736308
1038	0.4735814402
1039	0.4735046185
1040	0.4734357141
1041	0.4733524854
1042	0.4732772492
1043	0.4731748878
1044	0.4730728078
1045	0.4730398676
1046	0.4726806172
1047	0.4726278302
1048	0.4723939146
1049	0.4723077851
1050	0.4722379608
1051	0.4718839457
1052	0.4717983881
1053	0.4717281605
1054	0.4716804311
1055	0.4715996788
1056	0.4715544572
1057	0.4714698627
1058	0.4713447545
1059	0.471090557
1060	0.4710165459
1061	0.4709424727
1062	0.470868263
1063	0.4707704285
1064	0.4703874987
1065	0.4702499264
1066	0.4699228545
1067	0.4695899813
1068	0.4695077657
1069	0.4694431536
1070	0.4692643126
1071	0.4689101896
1072	0.4688211566
1073	0.468739621
1074	0.4686661129
1075	0.4686019245
1076	0.4685212143
1077	0.4684555311
1078	0.4683753946
1079	0.4682956066
1080	0.4680998143
1081	0.4680154524
1082	0.4679496994
1083	0.4678640509
1084	0.4677858232
1085	0.4674426267
1086	0.4673722388
1087	0.4670056963
1088	0.4666422419
1089	0.4665715767
1090	0.4663241415
1091	0.4662709168
1092	0.466199118
1093	0.4661263515
1094	0.4660417879
1095	0.4657731961
1096	0.4656968589
1097	0.4656208531
1098	0.4655504319
1099	0.465170091
1100	0.4650915459
1101	0.4647802152
1102	0.4647370047
1103	0.464495227
1104	0.4641730065
1105	0.4640875166
1106	0.4637526598
1107	0.4636719704
1108	0.4632848516
1109	0.4632034651
1110	0.4631224253
1111	0.4627661376
1112	0.4626985397
1113	0.4626211938
1114	0.4625674484
1115	0.462504962
1116	0.4624319551
1117	0.4623592643
1118	0.4622868881
1119	0.4622446858
1120	0.4621878117
1121	0.4621243291
1122	0.4620628149
1123	0.4619845147
1124	0.4619134055
1125	0.4618532258
1126	0.4617749468
1127	0.4614594291
1128	0.4613890573
1129	0.4611700979
1130	0.4607994969
1131	0.4607293725
1132	0.4606755798
1133	0.460361097
1134	0.4602912661
1135	0.4602249597
1136	0.4599188881
1137	0.4598608292
1138	0.4596012014
1139	0.4593118042
1140	0.4592426028
1141	0.4592103457
1142	0.4591413677
1143	0.4590726795
1144	0.459040184
1145	0.458976182
1146	0.4586137123
1147	0.4582670615
1148	0.4582229399
1149	0.4581548249
1150	0.4580947776
1151	0.4580514449
1152	0.4579838612
1153	0.4579253167
1154	0.4578804653
1155	0.4578366085
1156	0.4577696831
1157	0.4577103996
1158	0.457390366
1159	0.45732389
1160	0.4572577016
1161	0.4571872272
1162	0.4571378453
1163	0.4570685384
1164	0.4569278078
1165	0.4568859344
1166	0.4568217001
1167	0.4567626235
1168	0.4566979034
1169	0.4566334633
1170	0.4565693017
1171	0.4565054174
1172	0.4564628293
1173	0.456147577
1174	0.4560839812
1175	0.45602066
1176	0.4557753982
1177	0.4557083145
1178	0.4556458085
1179	0.4553534718
1180	0.4550750828
1181	0.4548850401
1182	0.4548376335
1183	0.4547798088
1184	0.4547126824
1185	0.4546473629
1186	0.4545958827
1187	0.4543770219
1188	0.4543132847
1189	0.4541888898
1190	0.4540116837
1191	0.4539382038
1192	0.4537602789
1193	0.4536970351
1194	0.453634516
1195	0.4535779075
1196	0.4535123353
1197	0.4534560766
1198	0.4533876163
1199	0.4531081127
1200	0.4530476318
1201	0.452987412
1202	0.4529274519
1203	0.4528798632
1204	0.4525936272
1205	0.4525370096
1206	0.4521988885
1207	0.4521394365
1208	0.4518326916
1209	0.4516168228
1210	0.4515557748
1211	0.4512299872
1212	0.4510625169
1213	0.4509972592
1214	0.4509386078
1215	0.450587385
1216	0.4502427379
1217	0.4501743221
1218	0.450121753
1219	0.4499027479
1220	0.4498384472
1221	0.4497807088
1222	0.4497204222
1223	0.4496742126
1224	0.4496165496
1225	0.4495680102
1226	0.4495128915
1227	0.4494634947
1228	0.4492986618
1229	0.449022473
1230	0.4489712406
1231	0.4489135971
1232	0.4486113903
1233	0.4485541374
1234	0.4482334918
1235	0.4479057399
1236	0.4478760528
1237	0.4475417604
1238	0.4473246118
1239	0.4472684495
1240	0.4469760996
1241	0.4467345538
1242	0.4465066462
1243	0.4464560905
1244	0.446400393
1245	0.4463584885
1246	0.4461867717
1247	0.4461314489
1248	0.4460800204
1249	0.4458187785
1250	0.4454909755
1251	0.4454269459
1252	0.4453967089
1253	0.4453473304
1254	0.4452905273
1255	0.4452625992
1256	0.4452185762
1257	0.4449267603
1258	0.444877569
1259	0.4445933247
1260	0.4443217056
1261	0.4442824343
1262	0.4442284183
1263	0.4440269724
1264	0.4439522633
1265	0.4438986935
1266	0.4438629313
1267	0.4435534681
1268	0.4435184601
1269	0.443349275
1270	0.4433045775
1271	0.4432138245
1272	0.4431607841
1273	0.4429548937
1274	0.4426711186
1275	0.4426407883
1276	0.4426105786
1277	0.4423293391
1278	0.4422745023
1279	0.4419843937
1280	0.4417151304
1281	0.4416724818
1282	0.44150666
1283	0.4414541004
1284	0.4414227275
1285	0.4411242988
1286	0.4410700556
1287	0.4410424597
1288	0.4407360997
1289	0.4406840419
1290	0.4406283851
1291	0.4403456749
1292	0.4403090581
1293	0.4402675232
1294	0.4402180406
1295	0.4401914084
1296	0.4399340572
1297	0.4398884381
1298	0.439849199
1299	0.439820277
1300	0.4397690016
1301	0.4395558357
1302	0.4392764698
1303	0.4392152543
1304	0.4391643955
1305	0.4391158973
1306	0.4389456624
1307	0.4388979728
1308	0.4388475875
1309	0.4387974196
1310	0.4387703232
1311	0.438718457
1312	0.4384666071
1313	0.4382122311
1314	0.4381840474
1315	0.4381159868
1316	0.4380912305
1317	0.4380442309
1318	0.437783796
1319	0.4377324323
1320	0.4374439879
1321	0.4371535763
1322	0.4371184278
1323	0.437025987
1324	0.4369764912
1325	0.4366707762
1326	0.4366235991
1327	0.4365727899
1328	0.4364724039
1329	0.4364219332
1330	0.4363753283
1331	0.4361290675
1332	0.4360845506
1333	0.4358113684
1334	0.4357842007
1335	0.4357411153
1336	0.4354859295
1337	0.4354350881
1338	0.4353899682
1339	0.435310447
1340	0.4350180529
1341	0.434970002
1342	0.4346730089
1343	0.434525446
1344	0.4343157227
1345	0.4342680894
1346	0.434220662
1347	0.4339323399
1348	0.4336320547
1349	0.4334453144
1350	0.4333953341
1351	0.4333483911
1352	0.4333158107
1353	0.4332789426
1354	0.4332414921
1355	0.4330117462
1356	0.4327703086
1357	0.4325059934
1358	0.4323440476
1359	0.4323092468
1360	0.4322644034
1361	0.4322223384
1362	0.4321609465
1363	0.4319300267
1364	0.4316651831
1365	0.4316205497
1366	0.4314506273
1367	0.4311658033
1368	0.4310091114
1369	0.4307450324
1370	0.4304646179
1371	0.4304155797
1372	0.4303658261
1373	0.4302539635
1374	0.4301969885
1375	0.4299866833
1376	0.4297427
1377	0.4296950314
1378	0.4295286338
1379	0.4294850824
1380	0.4294412225
1381	0.4291587057
1382	0.4291149773
1383	0.4290657128
1384	0.4290187792
1385	0.4289754407
1386	0.4287397048
1387	0.4285008108
1388	0.4283357722
1389	0.4281836988
1390	0.4278966301
1391	0.4278519972
1392	0.427741077
1393	0.4276985257
1394	0.4276353242
1395	0.4276005258
1396	0.4273266481
1397	0.4270278142
1398	0.4269801208
1399	0.4266972435
1400	0.4266549892
1401	0.4266128804
1402	0.4265704894
1403	0.4265458785
1404	0.4263641219
1405	0.4263337931
1406	0.4262894651
1407	0.4262479263
1408	0.4262027672
1409	0.4261407901
1410	0.4260943026
1411	0.4260538787
1412	0.4259606331
1413	0.4259192013
1414	0.4258951284
1415	0.4257947457
1416	0.4255644787
1417	0.4255193088
1418	0.4252346419
1419	0.4250976657
1420	0.4250298201
1421	0.4248066945
1422	0.4246246657
1423	0.4244015603
1424	0.4242572344
1425	0.4240350848
1426	0.4237921446
1427	0.4236443954
1428	0.4236063621
1429	0.4235791088
1430	0.4234833056
1431	0.4232117079
1432	0.4231684429
1433	0.4229025093
1434	0.4227251398
1435	0.4226269492
1436	0.4225849963
1437	0.4225420761
1438	0.4224167938
1439	0.4221537268
1440	0.4220929916
1441	0.4220695413
1442	0.4220493273
1443	0.4219894563
1444	0.4219439594
1445	0.4218931086
1446	0.4218700124
1447	0.4218301147
1448	0.4217252311
1449	0.4214825265
1450	0.4214446982
1451	0.4212860224
1452	0.4212483757
1453	0.4210368046
1454	0.4207632151
1455	0.42048637
1456	0.4203361939
1457	0.4201168252
1458	0.4200740408
1459	0.4198407824
1460	0.419800162
1461	0.4197605739
1462	0.419601459
1463	0.4193736449
1464	0.4191328991
1465	0.4189698292
1466	0.4189282798
1467	0.4188869121
1468	0.4188662174
1469	0.4188274411
1470	0.4188060719
1471	0.4186440811
1472	0.4184092603
1473	0.4182445132
1474	0.4179529505
1475	0.4176990808
1476	0.4175502639
1477	0.4175027984
1478	0.4174643158
1479	0.4174227552
1480	0.4172626348
1481	0.4169965549
1482	0.4168074761
1483	0.416662582
1484	0.4164943878
1485	0.4164669107
1486	0.4163255336
1487	0.4160765797
1488	0.41582962
1489	0.4158075697
1490	0.4156216132
1491	0.4155835816
1492	0.4155432785
1493	0.4155003646
1494	0.4154626797
1495	0.4154130796
1496	0.4153182768
1497	0.4150988563
1498	0.4148900021
1499	0.4146731709
1500	0.4146237822
1501	0.4144790547
1502	0.4143377591
1503	0.4142979526
1504	0.4140071146
1505	0.4139145685
1506	0.4137090425
1507	0.4134933022
1508	0.4134556213
1509	0.4133931458
1510	0.4133457981
1511	0.4133055027
1512	0.4131130221
1513	0.41297236
1514	0.4129330554
1515	0.4126604096
1516	0.4124236469
1517	0.4122263644
1518	0.4121337792
1519	0.411911064
